date,ret,W_RMW,W_CMA,W_HML,turnover,clip_hit,selected_lambda
2023-07-31,0.04042371137834677,0.3530302864937019,0.32713843961614086,0.3198312738901573,0.0,0.0,1
2023-08-31,-0.031647761907943196,0.35262747363718383,0.3271981458720698,0.3201743804907464,0.0008056257130361066,0.0,1
2023-09-30,-0.003560005391148018,0.35205862464670196,0.32729703309113994,0.3206443422621581,0.0011376979809636922,0.0,1
2023-10-31,0.019256673809506342,0.34945680188842543,0.32775433421219285,0.3227888638993818,0.005203645516553113,0.0,1
2023-11-30,-0.05290916711493365,0.34791093912047244,0.3280369743559983,0.32405208652352924,0.0030917255359059204,0.0,1
2023-12-31,0.018143894755639444,0.3499610842372677,0.3276434006999133,0.322395515062819,0.004100290233590487,0.0,1
2024-01-31,0.009789838683520666,0.35166138360100724,0.32723572048763966,0.321102895911353,0.0034005987274792204,0.0,1
2024-02-29,-0.006880207689632896,0.3508345668946722,0.3273192530296996,0.32184618007562826,0.0016536334126702745,0.0,1
2024-03-31,0.04758876314629874,0.3491868510102212,0.3275731649535287,0.32323998403625015,0.0032954317689019574,0.0,1
2024-04-30,-0.02406254990061417,0.3493054134845781,0.32755115352430875,0.32314343299111326,0.00023712494871375167,0.0,1
2024-05-31,-0.036242238224737475,0.3470104844591219,0.3279668163804635,0.32502269916041465,0.004589858050912332,0.0,1
2024-06-30,-0.012189805341880675,0.3476794682571916,0.3278253344867603,0.324495197256048,0.001337967596139522,0.0,1
2024-07-31,0.029880672031359738,0.35205020369834605,0.32319783414664144,0.32475196215501245,0.009255000680237824,0.0,1
2024-08-31,-0.026112834728180902,0.3528852710604067,0.32291607518755094,0.32419865375204243,0.0016701347241211417,0.0,1
2024-09-30,-0.011415595837325971,0.35288991659728053,0.3229279559472477,0.32418212745547176,3.305259314129172e-05,0.0,1
